obstacleDetectDistance,carLinearSpeed,carTurningSpeed,servoRange,finishTime
0.3224707,140,222,65,42.29688
0.9031468,235,103,79,47.32813
0.6458244,205,199,87,176.8281
0.6928,168,160,85,131.8281
0.1838521,217,234,56,22.03125
0.6147003,183,173,45,75.3125
0.77462,164,113,72,201.4219
0.6852105,199,111,63,52.1875
0.1632336,180,151,71,31.57813
0.7125832,179,171,63,325.4688
0.4676076,250,108,54,23.375
0.9922451,138,200,69,156.7656
0.5643526,159,187,47,282.5469
0.6245024,175,196,55,11.67188
0.3312568,204,248,70,44.53125
0.3053815,146,232,87,90.34375
0.5861267,224,239,76,28.1875
0.9824159,138,119,50,29.92188
0.3296174,251,138,85,40.82813
0.3399788,253,107,67,10.76563
0.8716256,240,167,71,56.34375
0.5701298,177,218,44,28.625
0.7709847,178,131,88,86.79688
0.5576362,113,118,88,78.625
0.7132969,147,105,69,102.8594
0.6931062,190,146,35,137.7813
0.6089594,236,140,48,122.8594
0.6700412,247,111,64,18.39063
0.4475611,213,108,54,17.53125
0.467825,230,183,54,56.40625
0.2809744,106,130,39,63.96875
0.6563345,254,103,80,49.71875
0.7058435,117,103,44,19.26563
0.2028373,207,162,37,44.6875
0.9736198,146,109,82,92.625
0.3624132,177,101,41,14.32813
0.5882827,181,185,89,38.65625
0.1526755,211,232,60,50.96875
0.6764749,107,205,83,899.6719
0.3164632,175,141,89,26.04688
0.7872782,107,239,44,22.3125
0.7369197,194,117,69,553.4688
0.6433758,232,162,80,42.28125
0.9186776,147,191,57,45.98438
0.3352053,102,202,65,858.9844
0.2786127,146,127,34,29.39063
0.8353451,208,129,84,31.26563
0.7226937,116,165,47,39.4375
0.9148137,184,226,60,14.54688
0.5273587,178,187,33,204.25
0.9345589,183,182,46,244.3125
0.1778207,118,164,70,53.9375
0.3256914,100,197,78,253.625
0.529647,160,164,41,128.9375
0.7307262,171,127,73,26.8125
0.1766794,154,179,85,37.29688
0.5537732,135,154,51,529.8594
0.1905778,209,232,88,28.39063
0.7758921,183,154,65,12.98438
0.4930288,228,104,32,16.28125
0.4955347,242,142,63,77.73438
0.7521352,196,126,62,95.46875
0.3653103,146,239,89,75.75
0.1700647,208,143,50,106
0.2256352,103,197,76,173.4688
0.8062707,229,105,63,32.40625
0.7718546,189,122,73,24.42188
0.6976526,150,182,30,39.65625
0.4383733,168,102,72,82.04688
0.7149537,188,116,79,79.8125
0.2549038,214,197,65,69.90625
0.1758014,240,119,71,11.10938
0.6554868,191,151,69,139.3594
0.315963,139,162,46,39.5
0.4818479,227,120,35,12.20313
0.1881887,234,155,34,42.82813
0.646372,153,203,48,109.9688
0.2497306,128,173,42,28.71875
0.935585,136,135,64,27.03125
0.5856161,128,186,65,445.8906
0.5622791,145,166,72,44.89063
0.9800621,144,136,66,45.875
0.7070463,154,113,82,54.45313
0.4954008,221,126,55,933.6094
0.5202026,129,121,81,89.51563
0.6694126,171,111,39,13.90625
0.4271906,221,154,32,103.0625
0.9956477,110,182,53,70.04688
0.2936911,159,251,86,55.51563
0.2030285,204,237,63,40.5625
0.3605278,209,160,59,28.0625
0.3396183,171,226,44,92.64063
0.4283945,155,106,42,47.76563
0.7585893,217,107,71,100.1563
0.4855596,249,102,82,38.15625
0.8085403,253,143,89,94.57813
0.6040971,140,122,32,116.5313
0.7993277,233,173,37,27.70313
0.4756396,131,171,31,299.1094
0.7229484,247,140,87,223.4844
0.6570053,221,244,82,22.9375
0.9984526,187,107,65,14.40625
0.2586637,123,247,67,50.95313
0.8299784,241,136,56,24.60938
0.7970158,150,154,87,62.48438
0.9442048,168,172,51,33.53125
0.2676974,253,160,60,131.0781
0.7346686,198,201,57,44.25
0.2352422,154,111,33,25.78125
0.1872391,124,231,36,212.8125
0.2473303,156,240,71,25.42188
0.2087675,198,122,78,13.25
0.5724814,132,153,54,951.7344
0.9058386,212,164,87,117.375
0.4421723,197,134,64,155.125
0.2125844,152,239,80,60.17188
0.4038588,244,120,37,12.32813
0.1468822,226,238,72,22.5
0.5248634,221,163,50,26.84375
0.4378581,150,242,70,47.15625
0.511093,154,118,76,33.96875
0.8943522,111,106,37,18.4375
0.7020442,159,197,49,209.125
0.8736634,203,125,39,89.3125
0.4112376,190,188,65,125.5156
0.7224876,162,166,32,12.96875
0.576509,133,154,79,276.7656
0.8506703,143,116,50,14.15625
0.877345,111,112,76,544.0156
0.5118394,217,182,79,56.0625
0.5260669,152,168,89,44.46875
0.6077923,142,199,74,111.5625
0.6188774,170,106,51,54.51563
0.7310417,113,218,78,94.28125
0.3289161,240,246,62,44.01563
0.8165962,226,188,87,79.5
0.3058929,125,106,31,22.0625
0.1595708,117,143,58,112.2969
0.9464054,173,188,79,358.25
0.8527141,122,161,79,111.7031
0.9939514,170,171,33,108.3125
0.5539095,178,194,87,117
0.466125,216,145,69,72.90625
0.4911872,124,115,56,123.2188
0.8972612,132,232,57,15.875
0.9128819,187,151,59,36.70313
0.552347,174,142,57,29.42188
0.1590737,138,102,86,64.04688
0.4572337,210,169,85,363.25
0.5625433,170,242,66,12.53125
0.3919976,233,140,62,10.375
0.3222266,174,116,63,19.76563
0.9358287,156,122,50,36.17188
0.3215735,123,174,46,104.2031
0.2578926,118,111,45,20.875
0.3228481,126,101,87,110.7813
0.3751963,116,109,76,25.17188
0.841069,230,226,85,42.26563
0.5281699,176,116,76,32.85938
0.7838149,156,187,71,105.4375
0.3122446,227,149,57,122.6875
0.5049235,120,127,69,49.0625
0.3215136,145,220,54,93.21875
0.4630379,202,236,55,54.40625
0.5329648,138,135,64,131.2813
0.2046955,168,242,48,76.5
0.9025453,168,153,81,79.71875
0.2425211,144,176,54,111
0.2724685,111,107,83,67.625
0.5091258,171,223,60,73.3125
0.5651479,238,151,71,93.25
0.6081413,248,188,66,27.75
0.7177308,125,165,71,199.875
0.4519727,242,207,80,308.8438
0.8356649,218,108,30,11
0.8399798,112,122,83,46.625
0.7592389,237,252,61,8.46875
0.3319877,214,111,35,38.28125
0.1622412,245,166,89,72.34375
0.6253223,193,123,85,191.25
0.1801172,198,121,58,44.34375
0.959074,188,134,67,18
0.6395534,219,140,79,18.3125
0.2495075,152,136,80,47.34375
0.4292014,120,197,48,425.5625
0.8113967,162,233,46,78.21875
0.5409451,224,123,38,121.3438
0.2373316,209,170,81,117.0313
0.1843612,205,208,75,244.4063
0.1474819,101,119,50,24.28125
0.1387034,177,189,42,44.46875
0.4118699,230,253,52,19.78125
0.2429548,211,102,57,102
0.2596532,143,232,80,67.21875
0.1973411,134,207,54,50.125
0.4774594,183,189,70,123.9688
0.3006635,171,111,36,84.625
0.5252299,161,115,33,17.28125
0.2703875,118,117,74,26.28125
0.6578429,119,218,88,130.3125
0.3298159,107,207,69,710.6875
0.586693,210,157,50,44.875
0.700883,219,107,64,21.5625
0.1900441,146,246,66,39.3125
0.1864507,199,148,43,314.1563
0.5712051,103,162,40,103.8438
0.1989258,130,188,53,399.4375
0.5234821,127,160,39,168.4688
0.3134132,222,101,80,47.90625
0.5776031,161,146,58,114.3438
0.941289,202,199,40,43.34375
0.6451626,234,180,43,51.625
0.6036114,196,254,74,27.375
0.6627566,187,229,45,11.125
0.6065983,205,176,76,34.15625
0.7977279,106,228,31,67.3125
0.1526643,126,124,73,20.21875
0.8430648,251,111,58,96.3125
0.1601612,237,204,58,71.28125
0.8563961,248,127,71,8.25
0.8778605,190,163,38,106.9063
0.4534754,206,101,55,63.5
0.616774,146,189,36,284.875
0.7856072,178,138,78,70.625
0.6077172,125,108,61,59.28125
0.1797147,135,245,47,52.15625
0.8857498,152,218,84,29.3125
0.5091407,152,173,77,79.25
0.6351238,251,155,33,45.5
0.3658977,212,185,54,137.125
0.2360453,208,160,80,25.1875
0.3468246,249,115,62,29.625
0.4341206,208,163,77,84.53125
0.4262519,149,219,61,135.125
0.5061264,180,119,61,15.78125
0.3484958,106,135,44,74.34375
0.4871592,170,202,67,361.3125
0.516914,112,111,36,24.96875
0.1670134,109,157,54,58
0.6323445,178,109,86,34.875
0.8012145,171,108,54,13.6875
0.7519769,231,246,83,18.625
0.7780508,120,121,33,57.5625
0.9912974,234,135,82,31.65625
0.2914314,248,137,67,232.2188
0.271847,220,136,76,60.34375
0.459907,227,151,37,81.25
0.4611264,179,118,75,16.15625
0.8979369,109,105,76,42.4375
0.181831,156,247,55,35.0625
0.7004797,166,112,88,32.15625
0.9867531,226,167,33,42.34375
0.2910666,248,206,47,451.75
0.6432943,251,126,53,21.53125
0.9458737,198,199,32,289.5625
0.5813456,139,100,39,16.4375
0.591961,244,115,82,142.5625
0.4872809,246,190,80,183.75
0.9289043,169,137,74,168.7188
0.7539266,100,182,32,277.5
0.1803175,155,252,72,44.125
0.9744105,168,137,39,13.5625
0.1850384,249,122,60,12.34375
0.1488431,159,120,88,15.90625
0.9832885,182,167,45,216.2188
0.6148838,115,108,37,348.5625
0.4153697,179,171,82,30.1875
0.9138724,113,159,58,154.5313
0.8305427,174,166,63,38.875
0.2714694,139,115,35,78.0625
0.8389756,183,121,73,24.71875
0.5099746,156,124,47,134.5625
0.6590476,158,146,76,17.4375
0.6595472,197,161,66,97.78125
0.3835696,213,222,58,26.1875
0.9657786,106,215,47,95.9375
0.8128259,249,146,38,48.46875
0.4520536,161,168,44,102.9375
0.3701798,190,205,53,549.2188
0.4644237,107,151,31,56.46875
0.2912025,150,162,36,163.5
0.99653,175,116,44,73.5
0.9930335,119,132,72,17.3125
0.3476046,147,224,79,68.625
0.9544958,198,191,35,158.3125
0.5202346,159,132,47,56.65625
0.5272164,181,190,57,49.9375
0.4476299,158,185,44,172.2813
0.4327786,155,164,77,118.5
0.9852826,253,122,57,33.78125
0.3624104,188,151,69,67.46875
0.5156158,220,192,59,51.40625
0.3016472,105,107,88,44.34375
0.6092347,176,220,72,35.34375
0.4109095,203,132,88,133.8125
0.2432601,247,168,37,76.59375
0.6406797,209,198,70,94
0.4204834,111,170,58,122.875
0.2155321,200,219,53,128.4063
0.7318024,121,137,50,53.75
0.6126028,158,193,79,123.6563
0.4200094,107,168,75,48.59375
0.240217,181,166,59,42.09375
0.3693539,132,157,48,57.71875
0.2225027,193,229,64,25.15625
0.8553095,244,141,48,8.46875
0.8341244,238,135,58,166.6875
0.5079683,243,178,38,38.4375
0.9059758,130,197,70,30.71875
0.3509613,196,122,82,14.5
0.9667007,189,115,43,60.90625
0.1552978,225,194,76,99.59375
0.3417714,245,150,62,26.8125
0.6784777,224,196,85,98.59375
0.2075374,136,211,37,496.4688
0.7427363,118,162,44,146.7813
0.6178151,155,178,87,80.65625
0.7628282,127,201,87,112.9063
0.9264153,172,196,49,113.4063
0.4918102,176,189,82,28.3125
0.8325194,108,128,68,30.78125
0.4881595,246,197,51,189.1875
0.475784,197,124,53,111.2813
0.7536009,109,181,65,45.875
0.5410594,163,164,78,89.46875
0.7455655,142,153,38,142.9063
0.4000158,181,136,71,24.84375
0.7963458,229,129,54,34.8125
0.24666,129,180,32,154.3125
0.2686323,213,205,46,214.3438
0.6672311,121,194,86,71.875
0.3464314,150,109,54,20
0.2240278,227,109,56,13.75
0.998752,248,144,45,25.875
0.8042935,117,148,74,91.15625
0.9515891,142,191,79,86.53125
0.8115803,135,103,32,21.625
0.758162,178,123,55,18.65625
0.3867689,184,179,74,231.1563
0.4507578,129,121,33,23.03125
0.7991979,180,118,37,23.59375
0.9117559,160,100,44,42.1875
0.833362,249,222,40,100.625
0.2574846,220,147,69,58.9375
0.3864837,248,105,61,27.375
0.2919933,176,192,71,95.9375
0.9807119,160,161,36,68.25
0.1635179,185,194,85,220.4063
0.3471099,192,241,50,36.3125
0.8904828,246,105,40,9.5625
0.8084617,124,235,37,45.9375
0.163301,160,224,47,38.875
0.3318253,210,106,43,24.6875
0.5045229,184,189,73,41.0625
0.3416077,232,140,35,27.0625
0.3790231,130,196,81,69.5625
0.3734858,206,104,40,46.71875
0.2523224,137,132,79,23.15625
0.3886327,165,120,74,208.5313
0.9282026,211,124,55,17
0.2848212,244,158,86,49.09375
0.4350385,182,212,73,22.125
0.3166789,176,191,86,224.1875
0.6543933,160,132,46,46.1875
0.944307,148,196,71,283.9375
0.3032281,228,172,80,70.5
0.7070973,149,224,63,34.6875
0.489109,196,242,32,64.15625
0.5193468,143,158,70,45.75
0.447355,247,168,33,64.9375
0.3954167,224,147,85,416.2188
0.4487197,133,254,58,246
0.7940631,134,179,62,282.4063
0.3683797,149,114,75,45.71875
0.663799,101,148,75,22.78125
0.1454346,228,118,89,19.90625
0.3940159,210,164,43,37.90625
0.7878051,134,115,89,55.5625
0.6809036,157,250,77,21.28125
0.8508233,136,168,69,44.25
0.8148207,226,246,70,23.125
0.8075296,228,144,33,33
0.2161567,247,228,70,22.90625
0.479054,212,122,75,14.25
0.4244131,216,169,44,26.4375
0.3939134,242,101,41,66.40625
0.3659198,177,178,89,44.71875
0.7205054,122,131,63,103.8125
0.7245803,201,181,32,29.5625
0.6722531,233,199,57,143.2188
0.4345999,227,253,48,24.5625
0.1472374,173,179,80,576.2813
0.7064288,242,145,56,24.15625
0.66599,213,100,76,40.34375
0.8457538,241,131,86,93.53125
0.7644256,128,107,47,18.65625
0.4165404,173,157,79,31.125
0.1467648,180,170,65,14.6875
0.6156082,220,178,74,177.9375
0.8835391,231,229,37,27.40625
0.3728236,185,121,46,47.375
0.7611706,250,175,82,26.03125
0.2917715,133,180,82,39.59375
0.2002719,219,168,65,75.0625
0.6751997,237,177,87,35
0.2315922,132,114,76,22.53125
0.9657002,176,149,89,81.71875
0.2908061,200,173,39,10.84375
0.4560532,124,179,76,36.9375
0.7371222,198,205,78,141.7813
0.3631135,241,185,67,36.40625
0.8346445,137,242,50,45.125
0.1735807,202,170,33,23.5625
0.8777128,192,193,32,54.375
0.5442301,118,121,57,122.3125
0.568646,249,182,86,103.5625
0.8739467,107,219,87,56.3125
0.174985,114,183,58,63.25
0.5996903,198,148,46,45.25
0.1819673,233,151,52,227.0313
0.5234276,232,168,78,53.96875
0.5949853,233,141,69,40.90625
0.9948948,227,244,83,21.46875
0.5107211,156,135,42,151.375
0.391885,227,171,41,38.40625
0.3223743,242,107,83,12.90625
0.3508942,145,160,57,113.0625
0.5828393,172,214,55,12.34375
0.9203224,171,186,39,136.125
0.1358466,150,158,46,18.0625
0.3236881,136,122,49,31.1875
0.6010822,200,107,76,86.46875
0.8454364,117,176,39,190.2813
0.5802045,206,144,64,59.25
0.1819319,191,214,89,41.5625
0.9058341,180,169,70,117.9063
0.3377167,219,149,70,163.4063
0.6383163,121,192,79,154.9063
0.528682,250,211,61,97.9375
0.5985503,187,186,67,105.25
0.8410364,168,211,86,54.90625
0.710233,148,185,72,159.9375
0.3295537,168,188,59,78.5625
0.3223283,211,114,53,11.5
0.3941298,187,144,66,189.4688
0.765496,148,205,75,37.4375
0.7156546,194,122,77,46.3125
0.3009843,153,174,61,124.4688
0.6108223,247,114,82,82.1875
0.1616607,238,185,72,115.9688
0.8400135,224,179,78,36.09375
0.776942,252,117,32,59.40625
0.1437277,140,175,40,46.90625
0.3121673,152,220,49,13.46875
0.3428939,209,147,86,83.8125
0.4237303,226,156,58,67.125
0.4411617,244,146,36,173.4375
0.7496603,103,165,62,162.3438
0.4425934,240,185,32,193.6875
0.1902364,141,103,80,60.59375
0.1598401,112,233,39,43.3125
0.9023259,187,206,88,226.875
0.8604891,225,179,72,208.6875
0.3307286,173,195,75,287.25
0.3758228,216,100,49,11.15625
0.8208841,180,204,34,134.375
0.9209872,150,123,66,35.03125
0.4929865,163,149,44,33.09375
0.6854598,134,116,89,19.34375
0.369942,239,224,33,18
0.1620674,125,213,42,265.1563
0.3461224,252,222,56,43.71875
0.1768202,202,231,64,88.46875
0.3446781,240,182,34,68.09375
0.7426012,171,111,48,176.2813
0.9438415,183,216,80,67.8125
0.4124198,107,169,80,135.3438
0.3368679,192,173,56,66.09375
0.1381585,145,163,77,51.1875
0.3512695,171,172,56,158
0.8319148,229,179,63,52.03125
0.8973594,179,201,86,615.4063
0.9691077,128,188,48,16.375
0.6834709,172,123,65,28
0.2177573,209,161,43,10.375
0.27981,200,212,60,516.0938
0.4461779,234,195,47,387.375
0.6788965,196,101,47,30.125
0.9472681,246,164,52,15.9375
0.3746438,156,111,48,29.4375
0.7352076,159,165,71,73.65625
0.6053483,125,159,47,66.59375
0.6418089,192,182,83,202.0938
0.2014291,169,192,36,63.875
0.7056844,186,152,76,49.34375
0.284537,133,126,34,166.75
0.8864855,200,104,37,73.90625
0.8313397,171,131,71,32.90625
0.9499747,206,142,89,265.5625
0.9991823,141,189,55,69.59375
0.2053325,157,103,61,51.8125
0.5926831,109,202,46,163.875
0.6527017,132,113,39,179.5625
0.7653429,229,102,38,8.96875
0.7149373,187,176,62,28.40625
0.8515043,192,122,80,106.4375
0.7311189,163,231,74,43.5625
0.2849494,112,142,57,77.53125
0.2645696,138,211,84,46.875
0.9601623,158,230,35,30.3125
0.7422895,133,169,32,80.6875
0.1938126,181,177,73,86.65625
0.1992408,188,223,41,33.9375
0.2020912,203,124,81,79.125
0.5068331,123,107,51,17.625
0.6642703,207,118,32,12.8125
0.218823,212,108,43,29.65625
0.9844322,100,156,65,110.2188
0.3666702,122,111,40,22.40625
0.4012696,189,178,56,38.96875
0.4773097,234,146,53,52.65625
0.3661916,249,140,41,133.75
0.8361571,170,159,79,117.4063
0.615257,164,149,67,100.125
0.3426403,125,155,59,62.90625
0.1493542,157,209,77,17.15625
0.2353847,205,115,88,13.78125
0.4552033,126,188,31,435.0313
0.5661131,202,160,85,88.96875
0.2565548,139,109,59,17.21875
0.2461375,182,232,51,33.0625
0.6222328,181,142,40,42
0.2161504,127,166,37,82.84375
0.9804675,234,102,85,41.09375
0.9238594,178,211,54,81.09375
0.1619449,141,159,43,205.8125
0.9606307,210,139,60,27.84375
0.3593523,168,102,84,46.90625
0.8365384,128,134,59,89.21875
0.6832389,156,173,76,121.75
0.4856744,230,171,42,91.6875
0.2599624,227,100,71,34.6875
0.7163167,156,168,57,89.65625
0.3620937,242,144,83,126.9375
0.967047,150,168,68,89.71875
0.5171795,104,106,34,24.5
0.692325,188,110,70,24.4375
0.2465309,156,178,56,44.375
0.4366566,207,133,32,12.84375
0.6141495,248,117,86,35.25
0.6235464,201,108,46,13.34375
0.7323452,117,158,37,33.21875
0.418903,144,160,36,136.0313
0.1227121,195,144,41,11.1875
0.6071004,118,109,76,46.71875
0.6442333,233,206,50,176.75
0.6133115,116,160,61,204.0938
0.4688333,107,220,34,36.40625
0.6436057,111,146,40,33.84375
0.8425687,212,186,62,104.4688
0.8385,147,192,55,179.6875
0.8755214,192,205,31,731.5
0.318142,139,212,64,169.8125
0.8324922,211,154,79,147.0625
0.9860206,145,103,74,30.125
0.5635651,147,141,70,273.7813
0.6855949,129,161,44,16.34375
0.3981224,194,227,64,47.90625
0.6188092,224,122,57,92.96875
0.23299,148,252,75,52.28125
0.3129512,254,230,69,38.78125
0.258453,191,157,79,40.59375
0.7719609,178,116,46,13.09375
0.3914265,168,245,88,76.375
0.8938406,181,155,40,11.09375
0.7705876,121,219,86,83.28125
0.1929859,132,112,73,43.4375
0.2515642,249,136,47,130.1563
0.9299379,131,194,53,140.0313
0.3304344,181,122,82,42.15625
0.3607381,170,177,81,36.84375
0.4773768,114,128,70,191.75
0.696304,224,119,58,350.4688
0.509513,117,249,74,51.0625
0.2645167,180,125,78,35.75
0.3418159,137,171,86,76.03125
0.882282,247,153,56,36.75
0.7354974,166,199,55,124.5625
0.3388206,185,103,79,17.1875
0.331208,190,232,40,24.46875
0.2916009,201,155,78,72.0625
0.3364515,105,145,33,348.3125
0.4687586,168,248,67,32.28125
0.7460407,138,217,69,153.7813
0.1590762,111,136,47,89.15625
0.3824605,163,111,30,53.78125
0.525765,153,199,32,142.0938
0.3852262,167,245,45,24.4375
0.3098091,244,239,34,8.28125
0.4542428,107,127,32,40.53125
0.1558737,126,168,88,18.90625
0.4014,219,165,49,19.4375
0.5591881,111,189,54,77.84375
0.375751,147,227,56,62.5
0.1538009,164,188,83,147.125
0.1818261,170,242,57,152.4063
0.9077281,225,150,38,98.1875
0.3833014,239,151,57,55.03125
0.3139058,123,168,89,47.1875
0.7498478,210,132,69,273.6875
0.8183078,197,149,82,231.1563
0.2542285,203,109,73,41.65625
0.3814173,165,187,42,44.375
0.1504559,191,190,86,159.7813
0.21942,113,156,37,145.0938
0.4420349,129,188,69,54.8125
0.4552054,181,142,40,153.25
0.6926951,220,173,52,184.6875
0.5896019,153,105,66,224.5938
0.4714257,135,113,53,26.25
0.9019573,100,177,84,136.3438
0.4684055,251,126,86,346.9375
0.903915,186,201,31,339.2188
0.6532603,114,140,66,307.4375
0.7355157,171,156,55,11.8125
0.1432393,204,175,40,41.21875
0.413447,245,113,48,76.75
0.2019334,124,216,70,67.03125
0.5138597,219,182,70,20
0.513269,225,114,89,27.75
0.3957387,132,190,62,366.0625
0.8627501,249,116,56,24.15625
0.7601938,196,147,72,19.8125
0.569832,203,106,89,31.03125
0.5019758,148,171,77,23.09375
0.1607423,178,252,81,29.46875
0.2212135,176,246,46,35.59375
0.8289998,192,146,86,188.875
0.3688573,122,168,78,29.40625
0.6383945,175,107,59,118.5938
0.5652122,152,153,45,313.4375
0.8180587,139,210,42,161.4375
0.3941263,111,166,60,211.0313
0.4721414,207,145,59,39.34375
0.2363465,221,126,78,50.78125
0.8088446,223,163,84,206.7188
0.6472611,224,215,65,126
0.2651615,230,164,81,94.90625
0.2890621,228,144,56,9.03125
0.3250578,244,161,82,46.6875
0.3929004,250,132,85,80.875
0.2700988,129,193,48,74.34375
0.9436677,159,136,73,15
0.8368635,184,121,45,18
0.1974896,173,233,75,126
0.7512314,115,175,79,49.375
0.3564287,126,135,73,190.7813
0.596131,121,169,50,271.1875
0.3503491,198,115,45,36.34375
0.9503699,250,137,67,40.9375
0.3323512,236,111,88,22.5625
0.305095,213,115,49,44.65625
0.9194804,226,177,46,159.4063
0.4291258,103,238,87,33.53125
0.4488673,138,110,58,22.34375
0.8576274,100,175,85,125.25
0.2588334,213,130,83,148.9063
0.427382,219,143,79,54.96875
0.9150009,123,124,46,181.3125
0.2834028,245,146,63,25.34375
0.1622018,164,141,33,15.71875
0.579262,178,161,34,69.8125
0.2186122,192,148,33,93.875
0.3755709,177,221,73,43.28125
0.5973463,139,198,74,54
0.6548675,254,104,54,10.875
0.583167,128,130,81,233.2813
0.7599967,165,173,50,46.53125
0.9521896,121,128,77,26.21875
0.3408181,196,178,35,46.09375
0.9408664,227,173,80,34.84375
0.2243453,166,215,78,45.15625
0.2431271,249,197,87,95.71875
0.178997,241,203,57,406
0.6915802,180,248,60,28.1875
0.2150594,111,100,83,21.59375
0.7106469,191,155,51,117.9063
0.1671552,194,184,36,70.25
0.3576504,134,114,47,57.90625
0.7450896,188,177,76,25.03125
0.2201458,227,187,89,99.875
0.9778689,182,136,45,53.5625
0.5377621,244,104,89,10.8125
0.9578639,111,159,32,97.75
0.6762679,250,124,88,13.28125
0.4738441,252,218,82,83.53125
0.8358991,179,170,46,15.5625
0.4575088,120,243,38,50.6875
0.8220588,118,133,81,28.71875
0.787551,176,135,82,11.71875
0.2554837,120,157,82,98.375
0.4196938,231,208,39,8.90625
0.3015601,131,223,74,111.75
0.3259756,166,177,81,45.34375
0.8661031,223,110,74,13.625
0.7748058,165,104,79,428.2188
0.7086047,106,149,79,303.0938
0.211721,204,128,35,10.65625
0.2067498,238,168,74,47.84375
0.8483925,176,186,66,257.2813
0.4284912,165,157,50,132.9375
0.8757368,191,183,71,35.21875
0.8879982,151,104,73,16
0.3122124,165,159,32,159.2813
0.2555479,151,160,73,151.9375
0.294411,192,188,78,93.46875
0.5292268,172,129,62,78.40625
0.2174772,194,163,33,149.375
0.233374,160,252,89,54
0.4828831,137,194,69,39.375
0.1916719,251,183,50,37.90625
0.6640056,227,216,80,135.6563
0.4179934,170,242,34,12.46875
0.341492,237,215,53,285.1563
0.2104182,100,117,35,116.1875
0.2545469,237,240,60,15.96875
0.7265721,242,178,80,82.25
0.8330255,113,127,79,82.5
0.3966175,242,122,34,11.125
0.6550885,138,120,77,31.125
0.2732504,248,200,59,20.0625
0.8869233,149,164,70,163.25
0.1368276,241,230,33,114.125
0.5441298,205,109,89,23.21875
0.8351101,189,234,83,77
0.7113227,243,169,74,32.96875
0.8761674,172,197,34,236.75
0.6193812,136,142,41,144.0938
0.1347255,128,225,77,48.53125
0.3202474,144,209,61,224.25
0.3655683,204,161,41,51.40625
0.8026188,114,154,64,78.625
0.2670407,213,215,52,165.6563
0.8312613,221,156,68,26
0.4408295,151,107,66,51.0625
0.4012611,141,153,84,506.5938
0.4484148,143,186,78,80.6875
0.6653801,144,156,70,430.2188
0.2345887,175,250,79,39.28125
0.8234699,118,169,73,40.46875
0.5928394,120,125,59,39.21875
0.3519137,195,152,60,152
0.93722,219,121,50,66.53125
0.7629274,124,179,34,34.90625
0.5458802,156,104,78,49.5625
0.166328,102,143,31,472.9375
0.6180131,199,192,80,64.34375
0.874615,145,219,75,190.0313
0.2363633,194,177,77,38.46875
0.6703278,226,183,41,52.875
0.4943591,192,112,33,51.84375
0.6088252,125,158,84,247.3438
0.2553886,189,166,82,128.7188
0.4697742,234,106,82,10.625
0.2968925,170,254,31,38.5
0.9082167,122,213,81,173.6563
0.28574,249,119,69,26.71875
0.8326668,131,180,74,301.3125
0.7715048,128,101,72,136.2188
0.1631472,227,130,85,51.4375
0.6716197,241,154,57,197.0625
0.4645427,201,149,45,132.0313
0.5820642,155,147,77,43.25
0.7808957,125,176,74,114.9375
0.9687966,234,186,76,105.2188
0.5727636,110,187,52,188.9375
0.9684159,160,149,35,40.84375
0.873347,221,131,64,28.28125
0.4802149,239,124,36,13.21875
0.9184067,241,167,54,237.0625
0.3299905,109,116,88,25.25
0.3923897,187,125,88,425.25
0.9830887,227,136,89,31.0625
0.471804,147,249,49,16.90625
0.2237129,178,251,38,63.75
0.1640047,212,173,88,115.5938
0.3104447,158,189,53,102.9688
0.4117025,231,150,59,33.4375
0.8100178,214,107,53,154.5
0.4184485,226,204,70,113.2813
0.7696676,128,172,71,58.1875
0.2597426,157,179,53,65.5625
0.2184131,203,196,30,842.6563
0.1487539,135,246,84,91.96875
0.5556629,225,195,74,57.375
0.2272479,174,253,84,31.03125
0.2023677,139,224,35,493.9688
0.4119666,139,180,31,58.625
0.4796502,230,107,67,28.59375
0.2143381,237,232,46,19.90625
0.8278966,115,118,53,27.90625
0.346885,166,125,75,17.9375
0.5700694,249,104,67,9.53125
0.615713,116,169,60,32.125
0.3916296,133,190,37,135.125
0.3625516,105,113,53,45.84375
0.4916221,152,128,71,33.875
0.9195557,181,111,68,57.4375
0.5356229,192,249,65,28.5625
0.3639271,124,138,73,181.5313
0.5876299,140,253,72,42.3125
0.6140904,238,186,48,114
0.587285,179,193,72,225.8125
0.4210018,210,246,31,24.65625
0.688412,191,181,63,61.96875
0.1547678,188,206,42,36.21875
0.688161,127,112,74,89.09375
0.9821289,227,124,79,15.46875
0.2738591,203,228,74,36.0625
0.6148658,118,192,46,228.6875
0.3843173,223,184,48,56.8125
0.8165464,203,102,89,131.1563
0.3353405,160,177,78,33.875
0.2072406,206,171,35,106.2813
0.3347232,175,124,72,31.8125
0.9555763,170,151,65,26.78125
0.6179411,158,164,37,13.125
0.6293849,247,131,73,35.71875
0.3146874,222,196,80,206.6563
0.7289196,112,107,56,147.375
0.3083051,181,138,41,73.09375
0.2570898,186,177,79,28.21875
0.379838,210,172,67,40.84375
0.4869947,117,177,66,18.125
0.3274713,232,102,64,32.90625
0.4111226,248,152,76,66.3125
0.1860361,214,144,85,46.40625
0.1668978,117,242,51,53.25
0.4467734,123,151,49,356.7188
0.6940963,137,170,79,133.7813
0.4524404,154,163,78,60.3125
