obstacleDetectDistance,carLinearSpeed,carTurningSpeed,servoRange,finishTime
0.2839189,183,114,60,53.15625
0.3036079,157,162,50,91.34375
0.8040214,241,113,89,49.34375
0.1973453,116,222,43,39.1875
0.9097723,142,115,69,142.5938
0.7432124,111,155,61,247.5938
0.2686568,136,172,43,114.0625
0.2425416,110,199,87,698.6875
0.1814146,100,167,73,98.40625
0.2846216,200,147,53,53.09375
0.6845697,162,117,84,169.7188
0.1510215,220,116,74,31.9375
0.6616706,175,185,89,306.75
0.1710401,243,229,88,43.46875
0.7832374,173,144,38,24.875
0.6037431,102,174,89,63.75
0.418326,149,131,71,70.90625
0.7556841,158,163,71,45.71875
0.3098464,168,166,80,66.71875
0.3777528,187,107,32,47.6875
0.6937733,221,146,72,28.9375
0.6459699,249,212,63,195.5938
0.3909327,175,142,73,156.9063
0.5469249,215,107,59,28.09375
0.8758225,109,164,73,265.0938
0.426996,132,108,55,22.75
0.8112581,167,115,66,22.71875
0.1590508,148,116,74,44.5
0.5818942,223,103,89,11.15625
0.3614995,167,164,31,284.2188
0.7125692,233,199,82,276.8438
0.947076,144,156,59,107.8125
0.6589073,239,204,47,696.1563
0.2313887,200,185,54,81
0.623384,235,115,45,10.5625
0.678274,235,149,55,70.75
0.688832,123,101,58,171.8438
0.2490773,214,167,36,235.2813
0.7907939,183,150,72,11.03125
0.8691589,188,174,84,25.90625
0.3012572,114,204,52,561.0625
0.5362527,186,179,78,236.2813
0.4402942,229,106,71,12.21875
0.6666374,243,147,40,190.25
0.1936571,140,192,41,33.53125
0.6714055,119,229,87,181.4688
0.2152434,104,169,55,233.625
0.4135353,160,141,30,227.1875
0.9340956,157,141,74,117.8125
0.3489757,123,170,65,117.125
0.3954889,126,158,69,204.9063
0.3805423,127,145,40,66.03125
0.2737434,219,225,66,9.40625
0.6088957,130,139,33,35.09375
0.2087616,228,182,36,226.25
0.3124896,239,197,46,10.09375
0.7910215,223,131,52,25.21875
0.6955017,117,165,49,51.96875
0.2993698,102,144,60,178.4688
0.2030869,190,194,61,51.4375
0.5773134,133,123,35,53.34375
0.961466,245,102,43,102.2813
0.2557405,224,105,81,33.09375
0.2262787,206,132,34,107.3438
0.2235877,209,203,54,228.6563
0.727389,130,143,54,39.96875
0.2405626,160,244,83,48.5625
0.4372749,246,148,63,52.8125
0.4972533,205,116,54,11.90625
0.3644206,115,128,87,406.0313
0.8217444,207,127,76,16.875
0.3144487,228,232,43,39.78125
0.2074331,113,178,78,170.3125
0.2915589,129,182,50,181.1563
0.7955868,112,110,82,44.5625
0.9315518,164,158,50,40.8125
0.3067983,213,197,70,158.0313
0.5766867,191,219,33,34.40625
0.6713548,199,136,76,12
0.4624164,209,186,61,183.7188
0.8249459,169,185,80,161.7813
0.2928742,175,195,81,559.5938
0.2694051,249,131,82,83.28125
0.2170212,147,161,72,49.40625
0.1973664,171,116,60,106.9063
0.5840644,189,142,50,23.625
0.1367854,250,202,39,13.78125
0.2455371,208,112,73,35.40625
0.9228779,212,207,34,12.0625
0.4868188,200,192,58,23.96875
0.8497437,135,161,35,494
0.2219715,185,110,41,25.5
0.2017007,112,233,61,142.7813
0.3143004,117,153,50,278.6875
0.7351729,150,221,55,99.09375
0.1355,163,185,84,52.875
0.3774296,153,145,77,84.15625
0.2073665,229,227,35,33.25
0.3872576,187,109,37,58.90625
0.2926252,210,225,85,129.75
0.3548828,222,101,75,12.40625
0.4342401,241,169,39,8.84375
0.3188727,127,213,42,137.375
0.4920464,222,164,52,68.375
0.7307739,106,102,71,59.875
0.9306897,102,182,58,311.75
0.3501282,179,109,49,71.125
0.8772414,105,223,30,30.25
0.2564131,235,112,80,26.75
0.3859897,229,145,60,19.5625
0.8040714,226,120,82,19.4375
0.7093969,111,164,66,58.21875
0.5302679,246,107,48,44.5625
0.8922915,100,169,40,91.1875
0.7920595,240,100,43,81.5
0.1957426,147,251,61,48.4375
0.373504,198,188,82,271.1563
0.5772158,158,121,31,24.625
0.9776233,182,184,57,91.875
0.7659368,217,196,79,153.8438
0.5102402,218,184,66,139.875
0.8163773,144,203,87,720.5
0.4127055,163,153,65,319.4688
0.15447,140,195,56,150.125
0.514727,161,130,65,26.0625
0.8005487,130,138,61,35.46875
0.8393334,237,131,51,58.21875
0.200607,114,171,83,523
0.4206731,191,157,81,40.90625
0.2201408,153,149,73,118.1563
0.6456354,199,189,52,69.21875
0.9892921,254,166,71,62.65625
0.5832585,128,170,37,30.28125
0.6269711,140,187,84,59.0625
0.7152405,207,205,31,79.3125
0.1906411,248,165,80,28.125
0.4079378,215,245,89,17.75
0.4202997,228,164,78,128.4063
0.4446943,240,103,41,59.90625
0.341162,170,211,33,12.625
0.4319072,153,127,41,28.125
0.4510277,194,104,74,55.375
0.9897923,242,108,38,11.5625
0.3610674,182,102,62,16.375
0.3812727,218,193,64,20.6875
0.2470981,211,193,48,79.125
0.15109,171,127,33,49.65625
0.3081697,164,221,53,43.9375
0.4730057,125,156,85,44.3125
0.5726213,237,164,67,79.125
0.2477562,247,126,80,12.5625
0.9361497,245,132,59,211.4375
0.4184086,127,133,59,64.84375
0.5541967,216,121,69,115.5
0.2957666,111,165,31,84
0.6375789,150,199,47,327.6875
0.457437,186,183,81,73.5
0.706784,208,189,74,197.125
0.9319853,113,173,64,64
0.1790157,143,237,79,30
0.2229215,167,212,34,345.1875
0.2673572,135,115,77,54.5625
0.5774958,186,126,62,13.15625
0.7938418,138,192,85,455
0.3532449,211,190,89,60.125
0.1796319,136,222,50,54.5625
0.2123759,231,242,73,25.0625
0.9038461,238,254,89,21.15625
0.7737771,245,197,35,567.0938
0.3124635,145,124,81,16.8125
0.2636973,104,102,53,114.2188
0.5223581,224,184,43,18.96875
0.9050375,117,161,71,53.5625
0.6515831,135,106,82,22.46875
0.7876365,131,175,75,234.7813
0.6935799,163,210,73,555.5
0.1586585,200,107,60,15.28125
0.8336411,253,126,53,34.78125
0.4067911,114,149,73,301.5938
0.2555769,187,118,83,68.90625
0.4929435,159,136,34,226.9375
0.4170294,198,252,60,28.46875
0.6972357,171,150,88,114.9375
0.6404774,155,118,69,28
0.8346341,127,211,38,194.8125
0.5697958,150,136,73,273.1563
0.4318432,254,241,71,8.125
0.4299384,190,186,59,38.40625
0.4160251,224,156,37,88.75
0.371511,240,203,61,128.7813
0.97913,148,228,65,13.75
0.7102439,245,103,73,81.0625
0.1439781,247,241,56,27.21875
0.5213708,244,251,87,23.15625
0.6076515,200,172,40,173.5
0.787909,230,182,82,23.75
0.2073317,202,112,44,66.09375
0.3023698,205,148,78,54.21875
0.8828384,149,123,64,699.6875
0.6505454,182,164,67,86
0.7949977,136,185,55,121.9063
0.3302273,244,192,46,79.9375
0.5539149,128,191,81,215.4375
0.4070003,192,193,73,91.40625
0.1608378,183,133,52,42.5
0.7164082,222,206,42,295.0313
0.1958573,136,165,61,17.46875
0.543075,123,110,63,85.28125
0.996914,143,177,82,122.625
0.6809888,139,107,68,98.15625
0.2519591,143,231,69,20
0.5614029,204,250,79,113.4063
0.6191781,204,123,86,25.9375
0.2401987,221,148,56,26.71875
0.3775956,167,123,76,298
0.4273848,171,107,47,17.15625
0.1783254,136,152,46,50.5
0.3593445,248,164,79,31.40625
0.3073785,139,132,31,124
0.7311946,211,149,84,32.0625
0.1756039,207,200,56,101.4375
0.3404007,100,176,38,50.5
0.3799451,200,147,69,31.96875
0.7720339,162,188,50,44.46875
0.4950679,127,185,75,185.4063
0.9903745,118,119,87,120.3438
0.3601179,183,187,55,106.5313
0.1832562,180,160,70,101.75
0.8770541,244,120,65,63.28125
0.6040017,231,209,64,849.4375
0.5654069,167,195,75,186.3125
0.7919492,130,140,76,232.7813
0.3967052,139,203,36,48.90625
0.8760163,221,162,68,70
0.3523837,193,115,45,13.90625
0.5214559,125,179,39,135.0625
0.2097094,140,121,78,60.59375
0.3938384,166,161,31,150.625
0.4624039,245,140,37,8.5
0.3953543,114,198,37,32
0.3999796,121,176,34,69.96875
0.1977603,138,133,52,98.0625
0.2654473,217,216,40,34.84375
0.9364607,252,172,63,136.5
0.2888669,130,228,80,55.78125
0.871266,240,170,33,70.34375
0.784589,153,228,87,32.5625
0.6524706,215,172,36,163.7813
0.166493,211,210,84,57.125
0.3037951,202,136,87,23.0625
0.4011352,235,118,54,21.96875
0.6906183,139,185,82,182.5313
0.1791396,219,114,34,9.5625
0.8580557,155,200,32,811.5313
0.1660483,158,187,75,80.53125
0.3767844,249,175,75,20.1875
0.4051305,194,209,68,732.4063
0.1946044,208,138,81,11.84375
0.3464012,193,117,59,15.71875
0.2613363,220,211,48,66.09375
0.7260451,194,169,77,102.625
0.6166879,148,140,47,52.0625
0.184092,180,147,83,45.5625
0.209751,125,144,49,17.625
0.7587996,109,198,86,143.3125
0.4625436,129,132,37,81.40625
0.3368524,244,164,30,55.4375
0.2127379,228,220,82,22.40625
0.7537261,157,201,60,13.25
0.9950405,156,109,81,51.21875
0.1764742,219,139,75,855.25
0.3875574,240,153,37,350.5625
0.2099181,107,193,67,104.4375
0.4503935,169,176,50,22.90625
0.89643,157,248,71,33.03125
0.204799,253,155,53,8.21875
0.910501,207,186,79,30.46875
0.6639242,160,152,83,237.8125
0.3166529,151,195,39,104.1875
0.3120466,163,191,50,133.5
0.230858,124,112,31,20.09375
0.518926,194,141,42,70.15625
0.8255592,195,242,75,40.8125
0.891948,141,213,38,66.5
0.7044235,120,139,50,67.90625
0.1736143,180,242,86,102.6875
0.6411304,236,162,86,55.1875
0.6271037,134,137,84,137.4375
0.1543594,249,105,80,35
0.8179412,169,106,58,41.40625
0.6373881,212,107,62,11.21875
0.6710283,159,172,54,50.96875
0.1389162,127,154,33,17.59375
0.5118242,204,146,79,21.4375
0.5288281,153,162,73,96.625
0.2680422,118,108,81,83.90625
0.7382618,242,167,60,11.34375
0.780611,188,184,40,58.5
0.4662239,132,153,88,45.25
0.3510305,169,104,53,36.1875
0.1552355,198,198,64,53.46875
0.2951989,186,194,30,11.1875
0.7661375,165,129,81,25.375
0.3284426,234,165,72,30.15625
0.3667688,156,134,60,78.9375
0.7032716,103,178,31,210.0938
0.6068892,140,157,76,142.1875
0.1514188,198,136,35,44.25
0.2324316,184,217,33,42.53125
0.4891561,200,189,61,70.4375
0.6460216,114,113,65,45.0625
0.2961031,165,141,78,182.9688
0.9695621,149,168,80,84.875
0.3210904,124,198,40,85.09375
0.2396988,135,231,66,99.625
0.8131254,239,138,86,16.9375
0.7278038,252,122,60,33.4375
0.2319094,194,238,52,31.6875
0.3843166,115,193,51,559.125
0.1793541,192,226,71,79.5
0.8086144,154,232,89,13.5
0.2182381,142,121,45,19.625
0.8339099,194,148,67,21.375
0.9081571,253,133,41,27.6875
0.6342689,180,128,64,95.4375
0.720507,175,209,42,770.5625
0.4553239,202,172,54,22.3125
0.6788595,106,108,81,21.6875
0.7572838,193,138,85,19.8125
0.3888768,236,131,79,19.375
0.4013934,113,184,62,99
0.4089811,163,200,86,49.6875
0.2081466,100,212,64,109.875
0.6558405,223,146,47,123.75
0.5890231,217,157,38,90.8125
0.1939652,234,118,74,34.25
0.551753,115,137,83,28.5625
0.6985005,192,135,63,301.625
0.1031497,243,105,76,8.5625
0.1672665,150,180,72,249.1875
0.2236163,150,245,78,281.375
0.1688333,232,246,70,24.8125
0.2893246,181,166,59,29.1875
0.5362689,196,203,88,205.75
0.8618965,122,167,69,122.8125
0.2249635,131,221,89,210.125
0.6560859,192,151,52,51.25
0.7103292,184,111,68,316.5
0.4285938,129,235,53,16.4375
0.2219613,152,122,72,16.25
0.4520834,221,151,88,744.875
0.3672467,235,117,39,12.9375
0.7993383,209,132,78,37.4375
0.4612106,158,126,59,53.0625
0.1930951,254,219,41,46.4375
0.7713948,143,100,48,17.5
0.2555398,159,196,49,214.4375
0.666441,118,160,74,42.3125
0.3842233,186,212,59,95.3125
0.5556954,197,104,73,159.1875
0.3953539,230,187,74,43.6875
0.2320794,191,123,36,15.625
0.1963163,202,199,71,51.4375
0.7390152,245,219,82,56.6875
0.4479903,114,186,69,266.125
0.1680039,223,245,39,259.3125
0.6765435,158,110,68,36.3125
0.2185781,209,128,57,26.9375
0.4244304,135,230,35,27.5625
0.2185775,151,114,77,17.375
0.204683,231,138,62,49.6875
0.6111569,238,209,87,480.625
0.1976161,142,168,60,196.6875
0.7656,230,143,73,17.875
0.8243923,125,176,57,309.625
0.6780583,185,191,66,182.1875
0.3213143,198,253,81,20.5
0.6662799,183,129,63,99.75
0.671658,155,164,86,33.875
0.2612379,235,148,85,93.25
0.238364,185,102,36,21.9375
0.3654851,193,139,56,50.625
0.6346303,153,118,83,98.875
0.858295,147,228,60,18.5625
0.4509055,106,120,65,116.1875
0.4565179,165,192,80,186.625
0.4423905,174,132,61,45.1875
0.4402906,166,123,50,28.75
0.8762902,127,207,74,86.125
0.986512,250,173,78,39.625
0.3608378,170,174,80,76.125
0.4931137,230,123,82,69.6875
0.1915027,203,121,87,70.9375
0.8291942,218,123,72,203.8125
0.6695956,243,134,44,34.9375
0.189182,162,224,56,32.375
0.6850284,226,162,36,212
0.2514667,131,195,66,190.5625
0.399511,195,136,88,81.75
0.2940413,198,161,63,57
0.2311053,208,162,46,80
0.8381924,137,146,68,29.625
0.701325,210,159,59,54.375
0.479747,150,126,50,129.375
0.1649033,171,181,71,285.5625
0.6190694,155,160,82,24.0625
0.4573763,145,135,45,45.8125
0.2812208,133,248,50,51.6875
0.9751452,111,105,60,49.375
0.8761818,235,206,63,443.3125
0.1135752,128,140,51,16.375
0.3308147,226,229,44,30.4375
0.3005205,152,104,59,35.4375
0.5113074,176,125,65,30.5625
0.3654713,191,103,38,14.6875
0.9311495,142,130,40,23.8125
0.4957696,187,165,68,110.5
0.2273746,110,154,65,120.1875
0.5988581,100,105,84,47.125
0.6526086,243,111,39,10.75
0.2295968,187,119,79,28.6875
0.3452203,204,194,85,180.9375
0.300978,141,110,34,59.6875
0.4432281,175,112,48,99.9375
0.3034103,244,165,42,18.125
0.7181481,138,110,64,18
0.1409304,215,139,34,12.5
0.7528458,239,123,74,142.375
0.8021345,130,193,61,431.0625
0.5006607,234,171,73,83.4375
0.614659,214,110,68,62.0625
0.1801031,160,114,57,82.3125
0.7995861,143,126,73,36.75
0.8998391,125,182,44,46.0625
0.6654548,156,168,74,25.3125
0.1976644,150,195,83,53.8125
0.3213937,211,164,32,81.375
0.2426499,137,104,37,20.75
0.4060471,125,172,31,37.625
0.6422107,119,206,72,721.125
0.1839653,132,158,72,104.3125
0.2269473,240,213,64,33.6875
0.2790596,182,107,88,44.0625
0.2341572,246,163,66,32.0625
0.9514784,216,149,35,98.5625
0.2006699,213,168,70,26.5625
0.6853621,199,136,52,49.0625
0.5525914,122,102,75,22.6875
0.7860438,206,191,31,180.9375
0.5055787,103,166,30,70.625
0.3483278,215,118,44,38
0.8381333,227,176,73,50
0.6030283,148,236,44,18.1875
0.3037907,238,191,81,18.5
0.3679921,201,101,64,14.75
0.2501005,159,109,73,32.25
0.4858269,205,120,46,96.9375
0.6282287,232,102,81,50.8125
0.6959342,204,210,55,368.5
0.371137,172,123,47,154.375
0.4340069,243,174,32,21.875
0.8724639,113,109,49,59.8125
0.3806884,212,175,41,26.75
0.9387586,226,154,69,8.875
0.8969588,246,157,82,55.4375
0.5273987,102,117,71,30.6875
0.2839701,139,182,80,76.4375
0.4123202,165,246,82,35.25
0.4209675,206,172,87,100.6875
0.570646,175,166,62,269.9375
0.6683173,182,104,33,14.375
0.3888322,155,181,76,191.875
0.6164936,171,157,78,39
0.2023724,131,116,30,63.25
0.7658008,146,142,88,238.9375
0.1527138,202,235,41,75.625
0.3127396,123,156,48,235.75
0.3041746,169,121,45,43.9375
0.4197654,131,138,35,262.8125
0.9978696,138,150,55,122.0625
0.8200158,177,191,58,226.9375
0.2557503,177,228,68,161.375
0.8820625,243,166,56,23.9375
0.8788978,164,104,80,30.125
0.6053063,199,180,46,133.6875
0.8924392,123,130,86,54.0625
0.232768,112,254,52,19
0.8795172,122,173,39,115.1875
0.3472542,147,140,33,23.75
0.2617198,228,114,57,14.1875
0.5028082,150,146,80,146.0625
0.1889007,207,138,31,17.1875
0.9198478,243,170,72,163.9375
0.653381,166,100,60,14.8125
0.2640396,214,217,81,35.3125
0.6351715,129,230,75,36.75
0.8689564,184,142,46,13.5625
0.2488852,195,145,64,70.8125
0.7058696,108,176,41,187.4375
0.1657015,159,192,85,57
0.5374396,169,116,57,80.5
0.2566412,131,133,62,19.3125
0.7707957,172,124,68,83.5625
0.9615304,180,146,58,111.5625
0.43713,176,113,45,18.5
0.560075,109,127,74,86.8125
0.8673431,172,131,54,52.625
0.564986,244,191,31,91.1875
0.3418141,160,106,30,13.125
0.6858132,142,199,83,129.4375
0.6419627,159,126,51,51.3125
0.4549492,111,190,58,512
0.8492541,164,186,63,438.625
0.7669242,207,135,77,53.6875
0.7078696,171,112,30,13.75
0.2063678,198,143,43,55.4375
0.4429254,221,136,72,68.75
0.9835957,100,151,86,89.5
0.7957147,242,112,65,109.375
0.7227296,122,184,85,388.3125
0.860985,128,177,70,256.8125
0.1673599,180,247,82,51.625
0.4575756,143,110,79,93.9375
0.9807643,127,236,78,33.75
0.1872095,169,171,80,223.8125
0.3144561,209,238,41,57.25
0.2348475,118,199,66,119.375
0.2849511,129,179,43,46.25
0.4007672,161,176,89,426
0.267993,203,194,63,43.25
0.6717118,215,151,68,48.1875
0.5471883,164,186,74,25.8125
0.9287211,137,165,44,90.4375
0.4951522,193,191,43,255.75
0.2182158,208,226,63,22.1875
0.8068441,231,252,40,19.5
0.5560027,129,163,76,505.5
0.3329765,213,242,33,23.0625
0.4602207,130,140,58,121.375
0.6170709,155,130,81,29.375
0.8119919,196,114,30,30.625
0.2323301,172,102,51,50.6875
0.5489812,133,134,38,193.875
0.5867187,154,222,69,20.9375
0.6189646,204,177,46,31.5
0.1940833,209,146,43,79.1875
0.3022086,234,232,62,31.9375
0.4284679,115,165,57,82.125
0.7258518,165,117,33,18.4375
0.962084,217,105,38,13.4375
0.7901678,155,223,53,29.125
0.4710639,177,164,52,126.3125
0.9013137,223,203,43,179.5625
0.3073585,198,151,39,84.0625
0.2168485,208,235,53,35.25
0.888407,178,166,56,78.1875
0.5144784,209,152,88,45.1875
0.9853849,205,108,75,286.875
0.8865945,232,100,70,43.125
0.504449,128,223,81,85.6875
0.7428671,109,135,54,103.125
0.6429349,108,116,39,41.9375
0.2956424,127,133,80,84.75
0.9553701,211,127,62,47.5
0.9198269,111,160,33,121.0625
0.4258262,113,155,51,161.6875
0.4603164,252,100,87,62.4375
0.1474928,252,201,69,129.9375
0.2475739,251,131,81,25.5625
0.7881156,141,203,37,102.25
0.2878154,178,112,67,35.0625
0.2275458,143,160,67,72.6875
0.703592,232,189,75,8.9375
0.9321741,162,149,47,28.6875
0.539248,207,226,86,44.5
0.4365268,207,237,33,63.5625
0.6951264,228,188,89,53.125
0.6582906,101,178,35,50.375
0.7878437,213,100,46,12.625
0.1012177,179,103,49,12.1875
0.4073623,188,104,81,41.875
0.4715054,235,153,62,91.3125
0.3910005,242,135,33,24.1875
0.5886982,230,193,70,65.5
0.5438625,107,151,50,45.875
0.4012586,101,115,38,29.9375
0.294463,246,147,54,179.4375
0.3242205,160,121,80,17.625
0.2271101,180,100,44,11.75
0.3956433,101,125,83,63
0.5550275,142,245,38,28.9375
0.4361418,205,169,45,63.5625
0.5205394,197,152,30,61.875
0.2891692,227,122,59,58.5
0.9816553,170,175,48,46.625
0.3091606,131,194,60,74.0625
0.7599413,137,119,72,29.25
0.717639,223,194,79,21.3125
0.6438267,188,168,45,125.75
0.3258645,149,238,52,14.125
0.273162,161,108,38,16.0625
0.1118076,129,192,55,16.5625
0.4369823,239,144,33,88.5
0.151772,128,245,31,193.25
0.4671277,238,168,44,103.0625
0.4636521,223,114,79,31.375
0.2914697,220,123,33,79.3125
0.7347412,152,135,53,50.375
0.5788609,231,224,62,18.5
0.8075213,229,169,79,114.5
0.3883757,205,200,85,231.125
0.1912933,133,217,58,211.0625
0.896885,160,195,69,17.625
0.8243192,170,151,50,90.875
0.3323312,247,185,84,18.375
0.2487067,215,121,44,53
0.6290003,175,191,78,273.4375
0.2798746,107,100,66,69.6875
0.5915201,225,182,78,108.3125
0.7156786,178,130,54,57.375
0.8600875,232,103,66,59.8125
0.3450189,167,182,64,159.6875
0.6439277,134,162,68,192.625
0.9456863,111,126,82,332.6875
0.531909,245,115,80,44.5
0.1630638,101,163,56,45.625
0.2044647,137,236,76,42
0.6586839,243,122,69,130.5
0.4035823,252,201,61,870.3125
0.7387167,209,116,84,166.5625
0.6970668,134,118,73,108.5625
0.9564702,193,182,78,114.875
0.4744107,176,191,31,442.125
0.5921109,177,123,53,50.6875
0.9995877,219,182,58,111.75
0.7939437,210,127,62,20.875
0.425688,147,190,75,137.625
0.3965052,224,231,76,66.4375
0.2612416,244,227,39,39.8125
0.3157614,204,149,32,146.8125
0.1406621,214,243,72,19.875
0.2033922,135,234,88,52.125
0.5173653,199,170,49,136.875
0.3137454,137,170,84,56.8125
0.1385652,248,184,59,39.875
0.3974592,156,161,63,86.5625
0.658597,204,159,47,85.375
0.1476086,252,119,86,45.375
0.8765485,236,171,72,146.75
0.3371991,162,242,55,53.4375
0.1614491,105,150,82,84
0.514467,219,122,61,126.375
0.6568896,172,218,53,11.75
0.1566346,238,150,57,28.375
0.5356842,162,103,45,14.3125
0.7682281,167,194,83,42.875
0.5976706,203,179,73,20.5625
0.7991652,246,163,82,11.8125
0.9552993,155,129,73,140.4375
0.5868866,162,128,70,12.375
0.191149,181,175,55,61.4375
0.5592549,189,218,68,33.8125
0.5215318,153,160,34,137
0.2532879,237,121,64,11.1875
0.7935721,174,117,63,176.375
0.1708031,231,199,67,51
0.5114766,111,192,41,224.25
0.9012421,155,102,43,171.875
0.7023941,188,198,44,132.8125
0.2432621,248,126,58,30.25
0.5323249,102,151,39,168.0625
0.349719,220,102,40,11.25
0.1666339,218,237,82,29.9375
0.7360532,251,195,86,59
0.7244146,184,236,47,55.6875
0.8640106,223,163,46,40.1875
0.1613169,180,197,81,122.125
0.538709,108,197,81,78.125
0.2347788,167,144,75,147.75
0.3322817,183,197,39,347.5625
0.5468666,134,205,52,73.125
0.8859853,104,146,35,35.1875
0.1984945,145,197,52,206.0625
0.3773321,220,186,73,234.8125
0.5121732,106,191,80,414
0.1962685,254,166,35,85.5
0.345804,114,132,73,63.9375
0.2943775,158,124,54,18.375
0.4459446,234,170,35,19.375
0.7136512,186,215,83,130.125
0.9835225,187,229,43,52.625
0.7308338,100,172,49,158.625
0.8938572,154,137,48,48.0625
0.9058837,232,175,44,8.75
0.7120949,158,135,45,786.875
0.15706,253,159,52,24.125
0.9836718,154,165,88,47.5625
0.7250203,219,111,89,50.5625
0.1485967,200,241,31,26
0.8076305,139,125,51,14.9375
0.8675328,139,180,54,32.25
0.3669859,213,229,63,27.8125
0.2254609,167,133,76,287
0.391201,144,168,75,23.4375
0.1914811,182,117,77,14.75
0.7084615,149,178,63,13.625
0.2530293,152,117,31,39.5625
0.4916235,249,224,45,8.25
0.4332893,111,253,57,65.625
0.2155675,210,127,87,14.5
0.1742069,112,168,88,37.75
0.408915,116,179,40,123.1875
0.8231491,198,108,76,249.3125
0.8824664,124,173,66,91.3125
0.1644123,209,178,50,117.9375
0.6043797,239,200,59,102.25
0.9869519,141,185,65,82.875
0.6647935,245,114,35,60.375
0.7867893,166,184,50,416.3125
0.1943266,101,131,53,195.1875
0.4197479,113,132,46,58.875
0.4030792,197,152,66,32.875
0.6690788,235,225,65,65.6875
0.9838837,221,229,77,38.5625
0.6787913,227,135,53,16.5
0.6024272,216,146,52,79.8125
0.2777771,201,168,77,86.6875
0.6884347,179,141,49,67.375
0.1348028,236,137,41,21.9375
0.8885872,116,160,48,130.8125
0.1645935,170,201,78,47.0625
0.2121568,221,180,68,46.75
0.1696119,206,182,89,25.375
0.170098,204,130,65,64.5625
0.7447366,186,159,87,54.4375
0.2228909,102,108,31,32.9375
0.8191876,237,180,38,174.8125
0.3164749,161,233,67,48.25
0.6095551,121,184,37,76.125
0.7022155,165,126,51,28.125
0.2646157,128,226,46,15.875
0.449882,144,191,49,32.9375
0.6246145,159,141,82,23.875
0.8768389,188,161,41,62.5
0.2160948,141,215,33,455.8125
0.5518039,171,229,80,15.5625
0.2426117,239,170,74,119.5
0.1901549,158,241,88,34.8125
0.5359507,169,106,70,40
0.7115328,191,191,64,44.9375
0.1969583,212,209,53,281.875
0.4773574,230,218,67,9.1875
0.3148746,171,180,34,50.25
0.8667235,163,160,87,74
0.1909173,224,183,79,61.4375
0.9781834,133,104,66,18
0.2434735,103,144,86,84.9375
0.5811439,113,146,58,81
0.3987157,155,244,64,25.9375
0.3989817,129,158,75,188.875
0.2904958,227,111,54,12.375
0.7648821,219,175,77,101.9375
0.8059019,190,112,42,15.4375
0.7023022,213,246,33,9.8125
0.1499186,148,210,82,227.4375
0.586842,221,178,31,100.875
0.7769418,225,120,66,24.4375
0.2002528,210,109,35,14.3125
0.8270415,128,119,61,121.5
0.5940936,200,196,39,117.25
0.1341601,170,188,67,19.5
0.2833563,246,189,62,184.625
0.1518933,123,190,78,18
0.6880515,219,244,39,9.375
0.5520883,164,153,71,211.9375
0.5645508,141,170,75,174.8125
0.7806429,216,196,81,32.0625
0.3874665,182,105,38,41.125
0.2692885,246,204,82,201.4375
0.2220268,252,104,59,34.0625
0.2554353,236,159,45,75.625
0.3266894,134,204,65,756.4375
0.5596373,230,241,36,20.4375
0.2629747,229,159,75,9.375
0.4385212,173,148,41,104.6875
0.9899349,191,106,63,12.0625
0.3624565,161,152,39,38.4375
0.2352815,245,145,58,70.5625
0.8333829,208,203,77,47.0625
0.9779108,251,113,52,74
0.4471102,192,127,89,193.5
0.1789501,234,163,77,120.6875
0.6378701,141,147,55,264.875
0.5462896,118,161,47,36.6875
0.8046164,125,166,65,755.875
0.3789622,114,194,40,186
0.8255168,146,162,81,77.1875
0.4572249,219,254,87,29.8125
0.7960837,117,108,64,40.1875
0.9267957,165,231,68,68.8125
0.2259401,175,192,32,680.8125
0.235618,147,202,51,732
0.1788465,228,213,85,53.75
0.7457111,226,142,79,17.75
0.4484103,168,105,33,21.875
0.9409057,247,184,89,153.25
0.8118656,132,144,69,117.875
0.2585561,207,196,43,25.625
0.8180017,148,225,48,72.125
0.3701103,235,142,77,122.0625
0.9808611,131,168,75,89
0.2290382,204,223,32,21.4375
0.3369961,133,122,76,172.1875
0.3985783,241,104,82,12.25
0.8044378,191,171,70,17.4375
0.8059666,104,246,58,40.25
0.6245506,211,246,37,19.75
0.3337851,125,111,51,101.4375
0.8650284,199,157,79,257.125
0.9109945,184,127,65,189.6875
0.5866018,102,183,40,39.5
0.2752743,169,108,53,50.9375
0.6702858,154,218,34,32.4375
0.3120293,214,216,38,21
0.8061039,221,229,42,17.5625
0.2195957,198,253,49,72.5
0.7318105,102,165,69,106.625
0.2479168,210,162,52,64.9375
0.9138992,225,187,42,350.875
0.8655944,221,110,59,22
0.206039,182,152,57,64.6875
0.7685074,137,148,88,23.4375
0.6249564,241,135,39,52.25
0.5170389,195,148,66,43.625
0.6504445,181,181,61,94.875
0.8654376,159,129,37,225.3125
0.5130249,179,115,55,154
0.2813462,130,154,75,235.9375
0.9958405,179,110,59,340.1875
0.3294718,219,136,88,82.6875
0.8576624,163,143,45,173.625
0.350876,136,142,36,66.375
0.8508438,191,139,54,11.875
0.5265867,116,134,69,38.5
0.1714155,178,254,62,25.4375
0.3883888,162,154,57,54.9375
0.4276463,102,166,71,55.625
0.9758616,195,238,43,54.1875
0.3587459,153,100,51,47.375
0.5847875,213,106,37,34.4375
0.5140188,180,125,41,21.9375
0.7637349,127,177,54,39.75
